,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
1872,CHEMBL591300,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](CCCNC(=N)N[N+](=O)[O-])C(=O)NO,3464200.0,inactive
1873,CHEMBL590393,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](CCCNC(=N)N[N+](=O)[O-])C(=O)NO,5684600.0,inactive
1874,CHEMBL590394,CSCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](CCCNC(=N)N[N+](=O)[O-])C(=O)NO,1935500.0,inactive
1875,CHEMBL600067,CC(C)[C@H](N)C(=O)N[C@@H](CCCNC(=N)N[N+](=O)[O-])C(=O)NO,428300.0,inactive
1876,CHEMBL592538,CC(C)C[C@H](N)C(=O)N[C@@H](CCCNC(=N)N[N+](=O)[O-])C(=O)NO,5308900.0,inactive
1877,CHEMBL311932,COc1ccc(S(=O)(=O)N(CC(=O)NO)CC(C)C)cc1,13.0,active
1878,CHEMBL83508,COc1ccc(S(=O)(=O)NCC(=O)NO)cc1,32.0,active
1879,CHEMBL1090283,O=C(CNS(=O)(=O)c1ccc(Br)cc1)NO,40.0,active
1880,CHEMBL1090035,COc1ccc(S(=O)(=O)N(OC(C)C)[C@@H](C(=O)NO)C(C)C)cc1,190.0,active
1881,CHEMBL1090284,COc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](C(=O)NO)C(C)C)cc1,29.0,active
1882,CHEMBL1090647,CC(=O)NCC[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)NO,0.7,active
1883,CHEMBL1093689,O=C(NO)[C@@H](CCN1C(=O)c2ccccc2C1=O)NS(=O)(=O)c1ccc(-c2ccccc2C(F)(F)F)cc1,390.0,active
1884,CHEMBL1093690,CC(=O)NCC[C@@H](NS(=O)(=O)c1ccc(Br)cc1)C(=O)NO,190.0,active
1885,CHEMBL1092104,O=C(NO)[C@@H](CCN1C(=O)c2ccccc2C1=O)NS(=O)(=O)c1ccc(Br)cc1,1.5,active
1886,CHEMBL1089842,CC#CCOc1ccc(S(=O)(=O)N[C@H](CCNC(=O)OCc2ccccc2)C(=O)NO)cc1,17.0,active
1887,CHEMBL1089843,CC#CCOc1ccc(S(=O)(=O)N[C@H](CCN2C(=O)c3ccccc3C2=O)C(=O)NO)cc1,4.2,active
1888,CHEMBL1088878,CC#CCOc1ccc(S(=O)(=O)N(CC(C)C)[C@H](CCN2C(=O)c3ccccc3C2=O)C(=O)NO)cc1,21.0,active
1889,CHEMBL1085602,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCN(c4ccccc4)CC3)cc2)CCOCC1,23.5,active
1890,CHEMBL1082966,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCN(c4ccccc4F)CC3)cc2)CCOCC1,21.1,active
1891,CHEMBL1083906,Cc1ccccc1N1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1,88.0,active
1892,CHEMBL1083907,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCN(c4ccccc4Cl)CC3)cc2)CCOCC1,40.0,active
1893,CHEMBL1083908,COc1ccccc1N1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1,370.0,active
1894,CHEMBL1084206,COc1cccc(N2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)c1,48.5,active
1895,CHEMBL1084207,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2)CCOCC1,330.0,active
1896,CHEMBL1084208,COc1ccc(N2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)cc1,18.4,active
1897,CHEMBL1084209,Cc1ccc(N2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)cc1,35.0,active
1898,CHEMBL1084217,Cc1ccc(N2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)c(C)c1,1400.0,intermediate
1899,CHEMBL1084218,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCN(c4ccccc4)CC3)cc2)CCN(C2CC2)CC1,5.4,active
1900,CHEMBL1083931,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCN(c4ccc(C(F)(F)F)cc4)CC3)cc2)CCN(C2CC2)CC1,32.6,active
1901,CHEMBL1083932,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCC(c4ccccc4)CC3)cc2)CCOCC1,4.4,active
1902,CHEMBL1084220,COc1ccccc1C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1,3700.0,intermediate
1903,CHEMBL1084221,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCC(c4ccc(Cl)cc4)CC3)cc2)CCOCC1,2.0,active
1904,CHEMBL1083625,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCC(c4ccccc4Cl)CC3)cc2)CCOCC1,82.0,active
1905,CHEMBL1083626,Cc1ccccc1C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1,700.0,active
1906,CHEMBL1083007,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCC(c4ccccc4C(F)(F)F)CC3)cc2)CCOCC1,900.0,active
1907,CHEMBL1083321,CCOc1ccccc1C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1,3100.0,intermediate
1908,CHEMBL1083322,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCC(c4ccccc4O)CC3)cc2)CCOCC1,70.0,active
1909,CHEMBL1085988,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCC(c4ccccc4-c4ccc(F)cc4)CC3)cc2)CCOCC1,5400.0,intermediate
1910,CHEMBL1082370,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCC(c4cccc5ccccc45)CC3)cc2)CCOCC1,500.0,active
1911,CHEMBL1082371,COc1ccc(C2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)c(C)c1,505.0,active
1912,CHEMBL1085263,COc1ccc(C2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)c(OC)c1,1750.0,intermediate
1913,CHEMBL1085264,COc1ccc(OC)c(C2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)c1,800.0,active
1914,CHEMBL1085748,COc1ccc(C(C)C)cc1C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1,10000.0,inactive
1915,CHEMBL1084238,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCN(c4ccc(C(F)(F)F)cc4)CC3)cc2)CCOCC1,12.1,active
1916,CHEMBL1084509,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCN(c4ccc(Cl)cc4)CC3)cc2)CCOCC1,3.7,active
1917,CHEMBL1084510,COc1ccc(N2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCN(C5CC5)CC4)cc3)CC2)cc1,5.3,active
1918,CHEMBL1082381,C#CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Sc3ccccc3)cc2)CC1,0.33,active
1919,CHEMBL1083030,C=CCN(C)C(=O)C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1,2900.0,intermediate
1920,CHEMBL1083336,C#CCN(C)C(=O)C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1,2100.0,intermediate
1921,CHEMBL1083337,CN(Cc1ccccc1)C(=O)C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCN(C4CC4)CC3)cc2)CC1,3500.0,intermediate
1922,CHEMBL1082324,O=C(C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1)N1CCc2ccccc2C1,2100.0,intermediate
1923,CHEMBL1086379,COc1cc2c(cc1OC)CN(C(=O)C1CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC1)CC2,2400.0,intermediate
1924,CHEMBL1082325,CC1CN(C(=O)C2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)CC(C)N1,7300.0,intermediate
1925,CHEMBL1083290,COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(N3CCC(C(=O)N4CC(C)NC(C)C4)CC3)cc2)CC1,1700.0,intermediate
1926,CHEMBL1083291,C[C@H]1COC[C@@H](C)N1C(=O)C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1,10000.0,inactive
1927,CHEMBL1082657,CC(=O)N1CCN(C(=O)C2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)CC1,2500.0,intermediate
1928,CHEMBL1082658,CC(C)N1CCN(C(=O)C2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)CC1,5500.0,intermediate
1929,CHEMBL1083606,COCCN1CCN(C(=O)C2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)CC1,7000.0,intermediate
1930,CHEMBL1082314,O=C(C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1)N1CCN(CCc2ccccc2)CC1,900.0,active
1931,CHEMBL1083607,O=C(C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1)N1CCN(CCO)CC1,6000.0,intermediate
1932,CHEMBL1085562,CN(C)CCN1CCN(C(=O)C2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)CC1,10000.0,inactive
1933,CHEMBL1085563,O=C(C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1)N1CCN(c2ccccc2F)CC1,1400.0,intermediate
1934,CHEMBL1083584,COc1ccccc1N1CCN(C(=O)C2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)CC1,4500.0,intermediate
1935,CHEMBL1085787,O=C(C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1)N1CCN(c2ccc(F)cc2)CC1,1600.0,intermediate
1936,CHEMBL1083585,CC(=O)c1ccc(N2CCN(C(=O)C3CCN(c4ccc(S(=O)(=O)C5(C(=O)NO)CCOCC5)cc4)CC3)CC2)cc1,700.0,active
1937,CHEMBL1083586,Cc1ccc(N2CCN(C(=O)C3CCN(c4ccc(S(=O)(=O)C5(C(=O)NO)CCOCC5)cc4)CC3)CC2)c(C)c1,5600.0,intermediate
1938,CHEMBL1084024,O=C(C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1)N1CCN(c2ccccn2)CC1,3600.0,intermediate
1939,CHEMBL1084298,O=C(C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1)N1CCN(c2ncccn2)CC1,1600.0,intermediate
1940,CHEMBL1082789,O=C(C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1)N1CCN(c2ccncc2)CC1,1750.0,intermediate
1941,CHEMBL1082645,O=C(C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1)N1CCN(c2cnccn2)CC1,900.0,active
1942,CHEMBL1082317,Cc1cccc(N2CCN(C(=O)C3CCN(c4ccc(S(=O)(=O)C5(C(=O)NO)CCOCC5)cc4)CC3)CC2)c1C,6000.0,intermediate
1943,CHEMBL1082318,Cc1cccc(N2CCN(C(=O)C3CCN(c4ccc(S(=O)(=O)C5(C(=O)NO)CCN(C6CC6)CC5)cc4)CC3)CC2)c1C,6350.0,intermediate
1944,CHEMBL1082319,COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(N3CCC(C(=O)N4CCN(c5cccc(C)c5C)CC4)CC3)cc2)CC1,400.0,active
1945,CHEMBL1085257,COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(N3CCC(C(=O)Nc4ccccc4)CC3)cc2)CC1,400.0,active
1946,CHEMBL1214487,N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)Nc2ccc(F)cc2)C1=O,122000.0,inactive
1947,CHEMBL1214541,COc1ccc(NC(=O)CN2C(=O)CC[C@H](NC(=O)[C@@H](N)Cc3ccccc3)C2=O)cc1,1000000.0,inactive
1948,CHEMBL1214542,Cc1ccc(NC(=O)CN2C(=O)CC[C@H](NC(=O)[C@@H](N)Cc3ccccc3)C2=O)c(C)c1,8270.0,intermediate
1949,CHEMBL1214543,N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)Nc2cccc(Cl)c2)C1=O,60400.0,inactive
1950,CHEMBL1214544,N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)Nc2ccccc2F)C1=O,62700.0,inactive
1951,CHEMBL1214590,N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)Nc2ccc(Br)cc2)C1=O,71600.0,inactive
1952,CHEMBL1214591,N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)Nc2ccc(F)c(Cl)c2)C1=O,131000.0,inactive
1953,CHEMBL1214592,N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)Nc2ccc(F)c(F)c2)C1=O,46900.0,inactive
1954,CHEMBL1214593,N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)NCC(=O)OCc2ccccc2)C1=O,454000.0,inactive
1955,CHEMBL1213668,C[C@H](NC(=O)CN1C(=O)CC[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C1=O)C(=O)OCc1ccccc1,129000.0,inactive
1956,CHEMBL1213669,CC(C)[C@H](NC(=O)CN1C(=O)CC[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C1=O)C(=O)OCc1ccccc1,18500.0,inactive
1957,CHEMBL1213670,CC(C)C[C@H](NC(=O)CN1C(=O)CC[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C1=O)C(=O)OCc1ccccc1,121000.0,inactive
1958,CHEMBL1213671,N[C@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)NCCC(=O)OCc2ccccc2)C1=O,127000.0,inactive
1959,CHEMBL1213672,N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)N[C@@H](Cc2ccccc2)C(=O)OCc2ccccc2)C1=O,12000.0,inactive
1960,CHEMBL1213731,N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)N[C@@H](CCC(=O)OCc2ccccc2)C(=O)OCc2ccccc2)C1=O,272000.0,inactive
1961,CHEMBL1213732,N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)NCC(=O)O)C1=O,107000.0,inactive
1962,CHEMBL1213733,C[C@H](NC(=O)CN1C(=O)CC[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C1=O)C(=O)O,155000.0,inactive
1963,CHEMBL1213734,CC(C)[C@H](NC(=O)CN1C(=O)CC[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C1=O)C(=O)O,1000000.0,inactive
1964,CHEMBL1213735,CC(C)C[C@H](NC(=O)CN1C(=O)CC[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C1=O)C(=O)O,1000000.0,inactive
1965,CHEMBL1213795,N[C@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)NCCC(=O)O)C1=O,22700.0,inactive
1966,CHEMBL1213796,N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)N[C@@H](Cc2ccccc2)C(=O)O)C1=O,315650.0,inactive
1967,CHEMBL1213797,N[C@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C1=O,1000000.0,inactive
1968,CHEMBL1213798,N[C@H](Cc1ccccc1)C(=O)N[C@H]1CCC(=O)N(CC(=O)NCC(=O)NO)C1=O,141000.0,inactive
1969,CHEMBL1287851,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cccnc3)NC(=O)NC1=O)C2,431.0,active
1970,CHEMBL207176,CCOC(=O)/C=C1\NC(=O)[C@@H]1[C@@H](C)OC(=O)c1cc(OCc2ccccc2)c(O)c(OCc2ccccc2)c1,4000.0,intermediate
1971,CHEMBL1650639,O=S(=O)(Nc1ccc(O)c2ncccc12)c1cccs1,8400.0,intermediate
1972,CHEMBL1650642,O=S(=O)(Nc1ccc2cccnc2c1O)c1ccc(-c2ccccc2)cc1,3900.0,intermediate
1973,CHEMBL1650638,O=S(=O)(Nc1ccc(O)c2ncccc12)c1ccc(-c2ccccc2)cc1,10800.0,inactive
1974,CHEMBL1650641,O=S(=O)(Nc1ccc2cccnc2c1O)c1ccc(F)cc1,3000.0,intermediate
1975,CHEMBL1650636,O=S(=O)(Nc1ccc(O)c2ncccc12)c1ccccc1,8800.0,intermediate
1976,CHEMBL1650637,O=S(=O)(Nc1ccc(O)c2ncccc12)c1ccc(F)cc1,7200.0,intermediate
1977,CHEMBL1649594,Oc1coccc1=S,76000.0,inactive
1978,CHEMBL1650640,O=S(=O)(Nc1ccc2cccnc2c1O)c1ccccc1,5600.0,intermediate
1979,CHEMBL310555,Oc1cccc2cccnc12,130000.0,inactive
1980,CHEMBL1650608,Oc1nccc(S)n1,121000.0,inactive
1981,CHEMBL121188,O=c1cccccc1O,146000.0,inactive
1982,CHEMBL1650630,Nc1cccc(C(=O)O)c1O,389000.0,inactive
1983,CHEMBL734,CC(=O)NO,15000000.0,inactive
1984,CHEMBL1650643,O=S(=O)(Nc1ccc2cccnc2c1O)c1cccs1,4300.0,intermediate
1985,CHEMBL1683454,Cc1cc(F)ccc1CCC1CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c2ncc(F)cn2)N(O)C=O)CC1,120.0,active
1986,CHEMBL1683449,C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(CCc2ccc(C(F)(F)F)cc2Cl)CC1)N(O)C=O)c1ncc(F)cn1,170.0,active
1987,CHEMBL1683464,C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(CCc2ccc(S(C)(=O)=O)cc2Cl)CC1)N(O)C=O)c1ncc(F)cn1,180.0,active
1988,CHEMBL1683455,Cc1cc(C(F)(F)F)ccc1CCC1CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c2ncc(F)cn2)N(O)C=O)CC1,350.0,active
1989,CHEMBL1683452,C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(CCc2cc(F)ccc2Cl)CC1)N(O)C=O)c1ncc(F)cn1,500.0,active
1990,CHEMBL1683450,Cc1cc(Cl)ccc1CCC1CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c2ncc(F)cn2)N(O)C=O)CC1,530.0,active
1991,CHEMBL1683451,C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(CCc2ccc(F)cc2Br)CC1)N(O)C=O)c1ncc(F)cn1,1700.0,intermediate
1992,CHEMBL1683453,C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(CCc2ccc(F)cc2C(F)(F)F)CC1)N(O)C=O)c1ncc(F)cn1,1900.0,intermediate
1993,CHEMBL1683461,Cc1cc(C)c(CCC2CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c3ncc(F)cn3)N(O)C=O)CC2)cn1,2200.0,intermediate
1994,CHEMBL1683460,Cc1nsc(C)c1CCC1CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c2ncc(F)cn2)N(O)C=O)CC1,2400.0,intermediate
1995,CHEMBL1683463,Cc1cc(C(F)(F)F)cnc1CCC1CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c2ncc(F)cn2)N(O)C=O)CC1,2500.0,intermediate
1996,CHEMBL1683462,C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(CCc2ncc(C(F)(F)F)cc2Cl)CC1)N(O)C=O)c1ncc(F)cn1,2800.0,intermediate
1997,CHEMBL1683457,Cc1ccc(C)c(CCC2CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c3ncc(F)cn3)N(O)C=O)CC2)c1,4200.0,intermediate
1998,CHEMBL1683458,Cc1cc(CCC2CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c3ncc(F)cn3)N(O)C=O)CC2)c(C)cn1,12000.0,inactive
1999,CHEMBL1683465,Cc1cc(CCC2CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c3ncc(F)cn3)N(O)C=O)CC2)n(C)n1,26000.0,inactive
2000,CHEMBL1683459,Cc1cnc(C)c(CCC2CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c3ncc(F)cn3)N(O)C=O)CC2)c1,35000.0,inactive
2001,CHEMBL1615187,Cc1noc(C)c1CCC1CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c2ncc(F)cn2)N(O)C=O)CC1,6300.0,intermediate
2002,CHEMBL1683456,C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(CCc2ccc(C(F)(F)F)cc2C2CC2)CC1)N(O)C=O)c1ncc(F)cn1,9100.0,intermediate
2003,CHEMBL1770698,CN(C)c1ccc(C(=O)C2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)cc1,4000.0,intermediate
2004,CHEMBL1770699,CN(C)c1ccc(C(=O)CCCCOc2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)cc1,35.0,active
2005,CHEMBL1770700,COc1ccc(C(=O)NCCCOc2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)cc1,550.0,active
2006,CHEMBL1770701,CN(C)c1ccc(C(=O)NCCCOc2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)cc1,1100.0,intermediate
2007,CHEMBL1770702,O=C(NCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1)c1ccc(OC(F)(F)F)cc1,360.0,active
2008,CHEMBL1770703,Cc1ccc(C(=O)NCCCOc2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)c(C)c1,940.0,active
2009,CHEMBL1770704,O=C(NCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1)C1CCCCC1,650.0,active
2010,CHEMBL1770705,CCCC(C)(C)C(=O)NCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1,450.0,active
2011,CHEMBL1770706,CN(C)c1ccc(C(=O)CCOc2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)cc1,16.0,active
2012,CHEMBL1770707,CN(C)c1ccc(C(=O)CCCOc2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)cc1,18.0,active
2013,CHEMBL1770708,CN(C)c1ccc(NC(=O)CCCOc2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)cc1,10.0,active
2014,CHEMBL1770157,COc1ccc(NC(=O)CCCOc2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)cc1,2.5,active
2015,CHEMBL1770709,O=C(CCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1)Nc1ccc(OC(F)(F)F)cc1,11.0,active
2016,CHEMBL1770697,CN(C(=O)CCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1)c1ccc(OC(F)(F)F)cc1,270.0,active
2017,CHEMBL1770710,O=C(CCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1)N1CCCCC1,170.0,active
2018,CHEMBL1770711,CN(C)c1ccc(NC(=O)CCCCOc2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)cc1,1.8,active
2019,CHEMBL1770712,COc1ccc(OCCCCOc2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)cc1,6.6,active
2020,CHEMBL1771212,COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CC1,0.1,active
2021,CHEMBL1771213,COc1ccc(C(=O)N2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)cc1,1300.0,intermediate
2022,CHEMBL1771214,COc1ccc(-c2nnn(CCCOc3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)n2)cc1,48.0,active
2023,CHEMBL1784358,Cc1cc(Cl)ccc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,1400.0,intermediate
2024,CHEMBL1784359,CS(=O)(=O)c1ccc(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCOCC3)CC2)c(C2CC2)c1,10000.0,inactive
2025,CHEMBL1784360,Cc1cc(S(C)(=O)=O)ccc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,3300.0,intermediate
2026,CHEMBL1784361,Cc1ccncc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,3500.0,intermediate
2027,CHEMBL1784362,O=CN(O)C1(CS(=O)(=O)N2CCC(CCc3ccccc3)CC2)CCOCC1,150.0,active
2028,CHEMBL1784363,Cc1ccccc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,620.0,active
2029,CHEMBL1784364,Cc1cccnc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,1100.0,intermediate
2030,CHEMBL1784349,Cc1ncccc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,3800.0,intermediate
2031,CHEMBL1784365,Cc1cc(C)c(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCOCC3)CC2)cn1,7600.0,intermediate
2032,CHEMBL1784366,Cc1nsc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,10000.0,inactive
2033,CHEMBL1784367,Cc1cnc(C)c(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCOCC3)CC2)c1,10000.0,inactive
2034,CHEMBL1784338,Cc1cc(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCOCC3)CC2)c(C)cn1,61000.0,inactive
2035,CHEMBL1784339,Cc1cc(F)ccc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,1300.0,intermediate
2036,CHEMBL1784340,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,23000.0,inactive
2037,CHEMBL1784341,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)N3CCC3)CC2)CC1,10000.0,inactive
2038,CHEMBL1784342,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(S(C)(=O)=O)CC2)CC1,10000.0,inactive
2039,CHEMBL1784343,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCC2)CC1,10000.0,inactive
2040,CHEMBL1784344,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCCCCC2)CC1,10000.0,inactive
2041,CHEMBL1784345,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,10000.0,inactive
2042,CHEMBL1784346,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCC(F)(F)CC2)CC1,10000.0,inactive
