,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
869,CHEMBL197809,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(NC(=O)c3oc4ccccc4c3-c3ccccc3)cc2)cc1)C(=O)O,1200.0,intermediate
870,CHEMBL264067,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(NC(=O)c3cc4ccccc4o3)cc2)cc1)C(=O)O,4.6,active
871,CHEMBL198254,Cc1c(C(=O)Nc2ccc(-c3ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc3)cc2)oc2ccccc12,164.0,active
872,CHEMBL199158,COc1c(Br)ccc2oc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc4)cc3)c(C)c12,688.0,active
873,CHEMBL199241,COc1c(I)ccc2oc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc4)cc3)c(C)c12,1370.0,intermediate
874,CHEMBL198039,COc1c(Cl)ccc2oc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc4)cc3)c(C)c12,1490.0,intermediate
875,CHEMBL198389,COc1c(CO)ccc2oc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc4)cc3)c(C)c12,1410.0,intermediate
876,CHEMBL425020,COc1c(C)ccc2oc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc4)cc3)c(C)c12,1610.0,intermediate
877,CHEMBL365947,COc1c(C#N)ccc2oc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc4)cc3)c(C)c12,522.0,active
878,CHEMBL194377,CCc1ccc2oc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc4)cc3)c(C)c2c1OC,2500.0,intermediate
879,CHEMBL199018,CC(=O)c1ccc2oc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc4)cc3)c(C)c2c1O,63.0,active
880,CHEMBL427366,CCc1ccc2oc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc4)cc3)c(C)c2c1O,1760.0,intermediate
881,CHEMBL370631,CCc1ccc2oc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc4)cc3)c(C)c2c1OCc1ccccc1,4340.0,intermediate
882,CHEMBL370333,CCc1ccc2oc(C(=O)Nc3ccc(-c4ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc4)cc3)c(C)c2c1OC(C)C,7000.0,intermediate
883,CHEMBL194430,Cc1c(C(=O)Nc2ccc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)cc2)oc2ccc(Cl)c(OC(C)C)c12,3010.0,intermediate
884,CHEMBL200385,CN(CCc1ccc(Oc2ccccc2)cc1)C(=O)NO,685000.0,inactive
885,CHEMBL197921,O=C(NO)NCCc1ccc(Oc2ccccc2)cc1,380000.0,inactive
886,CHEMBL200435,CN(CCOc1ccc(-c2ccc(C#N)cc2)cc1)C(=O)NO,58000.0,inactive
887,CHEMBL372405,Cc1c(COc2ccc(-c3ccc(S(=O)(=O)N[C@H](Cc4ccccc4)C(=O)O)cc3)cc2)oc2ccccc12,28.0,active
888,CHEMBL199917,O=C(Nc1ccc(S(=O)(=O)C[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)cc1)c1ccc(Br)cc1,2.6,active
889,CHEMBL200274,CC(C)CC(C(=O)N[C@H]1CCCCCCCCCCNC1=O)[C@H](O)C(=O)NO,20.0,active
890,CHEMBL379247,O=C(O)CC(CC1CCCC1)C(=O)c1ccc(C#Cc2ccccc2)cc1,1120.0,intermediate
891,CHEMBL201206,O=C(O)CC(Cc1ccccc1)C(=O)c1ccc(C#Cc2ccccc2)cc1,2110.0,intermediate
892,CHEMBL377700,O=C(O)CC(Cc1ccc(F)cc1)C(=O)c1ccc(C#Cc2ccccc2)cc1,3430.0,intermediate
893,CHEMBL199666,CCCCCCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccc(Cl)cc2)cc1,550.0,active
894,CHEMBL203199,O=C(O)CCC(=O)c1ccc(C#CCO)cc1,15370.0,inactive
895,CHEMBL201298,CCCCCCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccccc2)cc1,1660.0,intermediate
896,CHEMBL202875,CCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccccc2)cc1,440.0,active
897,CHEMBL203139,CCC(CC(=O)O)C(=O)c1ccc(C#CCOCc2ccccc2)cc1,5740.0,intermediate
898,CHEMBL199314,O=C(O)CCC(=O)c1ccc(C#CCOCc2ccccc2)cc1,23100.0,inactive
899,CHEMBL373275,CCCCCCCCC#Cc1ccc(C(=O)CCC(=O)O)cc1,3070.0,intermediate
900,CHEMBL204593,Cc1cc(S(=O)(=O)N[C@@H](C(=O)NO)C2CCOCC2)ccc1F,2000.0,intermediate
901,CHEMBL378740,CCCC(C(=O)O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,792.0,active
902,CHEMBL211037,COc1ccc(C(=O)Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,54.0,active
903,CHEMBL206045,COc1cccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)c1,4.0,active
904,CHEMBL209465,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)Sc1ccc(C#Cc2ccc(Cl)cc2)cc1,1.9,active
905,CHEMBL377112,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)Sc1ccc(C#Cc2ccc(OC(F)(F)F)cc2)cc1,1.3,active
906,CHEMBL207026,CC(C)c1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,1.7,active
907,CHEMBL208615,CCCCc1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,2.3,active
908,CHEMBL211036,CCCc1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,1.1,active
909,CHEMBL379220,CCc1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,1.3,active
910,CHEMBL209289,Cc1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,33.0,active
911,CHEMBL204987,Cc1ccc(C#Cc2ccc([S+]([O-])C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,1.5,active
912,CHEMBL210517,Cc1ccc(C#Cc2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,0.7,active
913,CHEMBL206694,N#Cc1ccc(N2CCN(c3ccc(S(=O)(=O)C(CCN4C(=O)c5ccccc5C4=O)C(=O)O)cc3)CC2)cc1,6.8,active
914,CHEMBL208136,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(N2CC=C(c3ccc(Cl)cc3)CC2)cc1,12.0,active
915,CHEMBL207242,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,19.0,active
916,CHEMBL210441,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2nc3cc(F)ccc3[nH]2)cc1,0.7,active
917,CHEMBL208749,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,4.4,active
918,CHEMBL378878,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1,6.5,active
919,CHEMBL383193,CC(C)c1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,0.98,active
920,CHEMBL209165,CSc1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,0.74,active
921,CHEMBL446702,Cc1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,1.2,active
922,CHEMBL208966,N#Cc1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,3.0,active
923,CHEMBL206944,COc1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,0.84,active
924,CHEMBL426319,CC(CCN1Cc2ccccc2C1)(C(=O)O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,3060.0,intermediate
925,CHEMBL379653,CC(CCN1C(=O)c2ccccc2C1=O)(C(=O)O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,52.0,active
926,CHEMBL208287,O=C(O)C(CCN1Cc2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,8.6,active
927,CHEMBL379271,O=C(O)C(CCCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,145.0,active
928,CHEMBL382227,O=C(NO)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,0.62,active
929,CHEMBL211007,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,1.8,active
930,CHEMBL209077,O=C(O)C(CN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,556.0,active
931,CHEMBL209930,O=C(O)C(CCSc1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,295.0,active
932,CHEMBL379287,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)N(CC)CC)CC2)cc1,345.0,active
933,CHEMBL379763,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)CCCC)CC2)cc1,44.0,active
934,CHEMBL209970,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C(C)C)CC2)cc1,355.0,active
935,CHEMBL210133,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)Cc3ccccc3)CC2)cc1,3.1,active
936,CHEMBL210084,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(C)(=O)=O)CC2)cc1,518.0,active
937,CHEMBL211770,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3cccs3)CC2)cc1,19.0,active
938,CHEMBL377862,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccc(C)cc3)CC2)cc1,111.0,active
939,CHEMBL212411,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccccc3N)CC2)cc1,16.0,active
940,CHEMBL377317,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccncc3)CC2)cc1,46.0,active
941,CHEMBL211726,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccccc3C)CC2)cc1,15.0,active
942,CHEMBL212481,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccccc3)CC2)cc1,62.0,active
943,CHEMBL211274,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)C(C)(CO)CO)CC2)cc1,54.0,active
944,CHEMBL425783,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)CCCN(C)C)CC2)cc1,302.0,active
945,CHEMBL208841,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)CN3CCOCC3)CC2)cc1,113.0,active
946,CHEMBL212205,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)CCCCC)CC2)cc1,553.0,active
947,CHEMBL377272,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)CCOC)CC2)cc1,24.0,active
948,CHEMBL211487,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)CCC)CC2)cc1,49.0,active
949,CHEMBL380049,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(C)=O)CC2)cc1,341.0,active
950,CHEMBL209490,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(CC#CC)CC2)cc1,249.0,active
951,CHEMBL387079,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(Cc3ccncc3)CC2)cc1,77.0,active
952,CHEMBL220975,CCC(C)NC(=O)[C@@H]1[C@@H](C(=O)NO)CC2(CC2)CN1C,1000.0,active
953,CHEMBL221857,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,200.0,active
954,CHEMBL434567,COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CC=C(c2ccccc2)CC1,39.0,active
955,CHEMBL219105,CN1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CC=C(c2ccccc2)CC1,64.0,active
956,CHEMBL387202,CN1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,150.0,active
957,CHEMBL375418,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CC=C(c2ccccc2)C1,13.0,active
958,CHEMBL221698,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CC[C@H](c2ccccc2)C1,960.0,active
959,CHEMBL426388,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CCN2c3ccccc3CC2C1,350.0,active
960,CHEMBL373853,Cc1cc([N+](=O)[O-])ccc1C1=CCN(C(=O)[C@H]2NCC3(CC3)C[C@@H]2C(=O)NO)CC1,5000.0,intermediate
961,CHEMBL221120,Cc1cc([N+](=O)[O-])ccc1N1CCN(C(=O)[C@H]2NCC3(CC3)C[C@@H]2C(=O)NO)CC1,1000.0,active
962,CHEMBL220501,Cc1ccccc1N1CCN(C(=O)[C@H]2NCC3(CC3)C[C@@H]2C(=O)NO)CC1,5000.0,intermediate
963,CHEMBL218586,CC1=C(c2ccccc2)CCN(C(=O)[C@H]2NCC3(CC3)C[C@@H]2C(=O)NO)C1,5000.0,intermediate
964,CHEMBL219104,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CCC(c2ccccc2)CC1,450.0,active
965,CHEMBL373532,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CC=C(c2ccccc2)CC1,5.0,active
966,CHEMBL382201,COc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(C)C)P(=O)(O)O)cc2)cc1,1100.0,intermediate
967,CHEMBL202932,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,1.5,active
968,CHEMBL228141,COc1ccc(CCc2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,790.0,active
969,CHEMBL227553,CC(C)[C@H](NS(=O)(=O)c1ccc(CCc2ccccc2)cc1)P(=O)(O)O,980.0,active
970,CHEMBL227501,Cc1cccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)c1,24.0,active
971,CHEMBL228188,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2cccc(Cl)c2)cc1)P(=O)(O)O,30.0,active
972,CHEMBL228187,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2cccc(F)c2)cc1)P(=O)(O)O,53.0,active
973,CHEMBL227484,Cc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,2.3,active
974,CHEMBL376557,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)P(=O)(O)O,8.7,active
975,CHEMBL374377,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1)P(=O)(O)O,20.0,active
976,CHEMBL227598,CC(C)Oc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,1.8,active
977,CHEMBL227824,CCOc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,0.39,active
978,CHEMBL228231,CCC(C)C(NOCc1ccccc1)C(=O)NO,151000.0,inactive
979,CHEMBL388309,CCCCC(NOCc1ccc(Cl)cc1)C(=O)NO,81800.0,inactive
980,CHEMBL228230,CCCCC(NOCc1ccccc1)C(=O)NO,33700.0,inactive
981,CHEMBL228229,CC(NOCc1ccc(Cl)cc1)C(=O)NO,68000.0,inactive
982,CHEMBL227566,O=C(CNOCc1ccc(Cl)cc1)NO,137000.0,inactive
983,CHEMBL226149,O=C(CNOCc1ccccc1)NO,94000.0,inactive
984,CHEMBL388982,CCC(C)ON(C(C(=O)NO)C(C)C)S(=O)(=O)c1ccc(OC)cc1,730.0,active
985,CHEMBL442057,COc1ccc(S(=O)(=O)N(OC(C)C)C(C(=O)NO)C(C)C)cc1,660.0,active
986,CHEMBL228176,COc1ccc(S(=O)(=O)N(CC(=O)NO)OCc2ccc(OCc3ccccc3)cc2)cc1,2100.0,intermediate
987,CHEMBL227567,COc1ccc(S(=O)(=O)N(CC(=O)NO)OC2C3CC4CC(C3)CC2C4)cc1,1980.0,intermediate
988,CHEMBL227565,CCCCCCCCCCCCCCON(CC(=O)NO)S(=O)(=O)c1ccc(OC)cc1,30000.0,inactive
989,CHEMBL226439,COc1ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)cc1,4900.0,intermediate
990,CHEMBL373721,COc1ccc(S(=O)(=O)N(CC(=O)NO)OCc2ccc(Cl)cc2)cc1,1500.0,intermediate
991,CHEMBL226438,COc1ccc(S(=O)(=O)N(CC(=O)NO)OCc2ccccc2)cc1,1060.0,intermediate
992,CHEMBL376841,CCON(CC(=O)NO)S(=O)(=O)c1ccc(OC)cc1,9600.0,intermediate
993,CHEMBL12318,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,145000.0,inactive
994,CHEMBL439012,O=C(C[C@@H](CCCC1CCCCC1)c1nc(C(=O)NS(=O)(=O)c2ccccc2)no1)NO,92000.0,inactive
995,CHEMBL226840,CS(=O)(=O)N1CCC(NCc2noc([C@H](CCCC3CCCCC3)CC(=O)NO)n2)CC1,100000.0,inactive
996,CHEMBL389020,CS(=O)(=O)NCc1noc([C@H](CCCC2CCCCC2)CC(=O)NO)n1,100000.0,inactive
997,CHEMBL229866,CC(C)(CO)NCc1noc([C@H](CCCC2CCCCC2)CC(=O)NO)n1,30000.0,inactive
998,CHEMBL437488,O=C(C[C@@H](CCCC1CCCCC1)c1nc(Cc2cccnc2)no1)NO,100000.0,inactive
999,CHEMBL226853,O=C(C[C@@H](CCCC1CCCCC1)c1nc(-c2cc(C(=O)O)ccn2)no1)NO,30000.0,inactive
1000,CHEMBL226852,O=C(C[C@@H](CCCC1CCCCC1)c1nc(-c2c[nH]c(=O)[nH]c2=O)no1)NO,79600.0,inactive
1001,CHEMBL226630,NC(=O)c1noc([C@H](CCCC2CCCCC2)CC(=O)NO)n1,10000.0,inactive
1002,CHEMBL374840,CCOC(=O)c1noc([C@H](CCCC2CCCCC2)CC(=O)NO)n1,80000.0,inactive
1003,CHEMBL229375,CCOC(=O)c1noc([C@H](CCCc2ccccc2)CC(=O)NO)n1,5900.0,intermediate
1004,CHEMBL242530,C=CCc1ccc(Oc2cc(/C=C/C=O)cc(O)c2O)cc1,800.0,active
1005,CHEMBL267603,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](Cc4ccccc4)C(=O)NO)C(=O)O)cc3)nc2c(=O)[nH]1,65000.0,inactive
1006,CHEMBL396296,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](Cc2ccccc2)C(=O)NO)C(=O)O)cc1,60000.0,inactive
1007,CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,220000.0,inactive
1008,CHEMBL242074,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H]([N+](C)(C)C)C3[C@H](O)C21.[I-],7700.0,intermediate
1009,CHEMBL242073,C[C@@]1(O)c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H]([N+](C)(C)C)C3CC21.[I-],140000.0,inactive
1010,CHEMBL1433,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,24000.0,inactive
1011,CHEMBL148169,Cc1cc(COc2ccc([C@]3(C)CCN([C@H](C)C(=O)NO)C3=O)cc2)c2ccccc2n1,2050.0,intermediate
1012,CHEMBL234350,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccccc3)cc2)CCN(CCc2ccccc2)CC1,0.3,active
1013,CHEMBL400206,Cc1cc(COc2ccc(S(=O)(=O)CC(CC3CCN(C(C)(C)C)CC3)N(O)C=O)cc2)c2ccccc2n1,5000.0,intermediate
1014,CHEMBL233932,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C(C)(C)C)CC2)cc1,73.0,active
1015,CHEMBL231879,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N3CCC[C@@H]3CO)CC2)cc1,172.0,active
1016,CHEMBL231878,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N3CCC[C@H]3COC)CC2)cc1,58.0,active
1017,CHEMBL231877,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N3CCN(C(C)=O)CC3)CC2)cc1,20.0,active
1018,CHEMBL391880,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N3CCCC3)CC2)cc1,31.0,active
1019,CHEMBL231667,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N3CCCCC3)CC2)cc1,51.0,active
1020,CHEMBL231666,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N3CCOCC3)CC2)cc1,51.0,active
1021,CHEMBL231665,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N(C)C)CC2)cc1,61.3,active
1022,CHEMBL391676,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)c3nc(C)sc3C)CC2)cc1,32.0,active
1023,CHEMBL234776,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)c3cc(Cl)sc3Cl)CC2)cc1,22.0,active
1024,CHEMBL234775,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)c3ccc(Cl)s3)CC2)cc1,33.0,active
1025,CHEMBL234774,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)c3cn(C)c(C)n3)CC2)cc1,19.0,active
1026,CHEMBL393750,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)c3c(C)nn(C)c3C)CC2)cc1,99.5,active
1027,CHEMBL234567,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)c3c(C)noc3C)CC2)cc1,664.0,active
1028,CHEMBL234566,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(c3nc4ccccc4n3C)CC2)cc1,176.0,active
1029,CHEMBL393550,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(c3nc4ccccc4o3)CC2)cc1,40.0,active
1030,CHEMBL234565,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(c3ccncc3)CC2)cc1,2058.0,intermediate
1031,CHEMBL234353,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(c3ccccn3)CC2)cc1,62.6,active
1032,CHEMBL234352,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C3CCCCC3)CC2)cc1,4.0,active
1033,CHEMBL234351,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C3CCCC3)CC2)cc1,54.0,active
1034,CHEMBL392505,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C3CC3)CC2)cc1,161.0,active
1035,CHEMBL234145,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C(C)CN3CCOCC3)CC2)cc1,37.0,active
1036,CHEMBL234144,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)CCN3CCOCC3)CC2)cc1,37.0,active
1037,CHEMBL234143,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)CC3CCCCC3)CC2)cc1,11.0,active
1038,CHEMBL392295,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C(CC)CC)CC2)cc1,58.0,active
1039,CHEMBL392294,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)Cc3ccncc3)CC2)cc1,82.0,active
1040,CHEMBL391881,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3c(Cl)cncc3Cl)CC2)cc1,183.0,active
1041,CHEMBL232086,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(Cc3c(Cl)cncc3Cl)CC2)cc1,555.0,active
1042,CHEMBL429444,Cc1cc(Cc2ccc(C(=O)N[C@@H]3CN(C)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1,2000.0,intermediate
1043,CHEMBL401454,Cc1cc(Cc2ccc(C(=O)N[C@@H]3CCC[C@@H]3C(=O)NO)cc2)c2ccccc2n1,2000.0,intermediate
1044,CHEMBL234034,Cc1cc(Cc2ccc(C(=O)N[C@@H]3CCOC[C@@H]3C(=O)NO)cc2)c2ccccc2n1,2000.0,intermediate
1045,CHEMBL234033,Cc1cc(Cc2cccc(C(=O)N[C@@H]3COC[C@@H]3C(=O)NO)c2)c2ccccc2n1,2000.0,intermediate
1046,CHEMBL234032,Cc1cc(Cc2ccc(C(=O)NC3(CC(=O)NO)CCOCC3)cc2)c2ccccc2n1,2000.0,intermediate
1047,CHEMBL233844,COC(=O)N1C[C@@H](NC(=O)c2ccc(Cc3cc(C)nc4ccccc34)cc2)[C@@H](C(=O)NO)C1,2000.0,intermediate
1048,CHEMBL233843,CCCCS(=O)(=O)N1C[C@@H](NC(=O)c2ccc(Cc3cc(C)nc4ccccc34)cc2)[C@@H](C(=O)NO)C1,2000.0,intermediate
1049,CHEMBL401453,Cc1cc(Cc2ccc(C(=O)N[C@@H]3CN(C(=O)C(C)(C)C)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1,2000.0,intermediate
