,molecule_chembl_id,canonical_smiles,bioactivity_class,MolWt,LogP,NumHDonors,NumHAcceptors,pIC50
886,CHEMBL200435,CN(CCOc1ccc(-c2ccc(C#N)cc2)cc1)C(=O)NO,inactive,311.341,2.6346800000000004,2.0,4.0,4.236572006437063
887,CHEMBL372405,Cc1c(COc2ccc(-c3ccc(S(=O)(=O)N[C@H](Cc4ccccc4)C(=O)O)cc3)cc2)oc2ccccc12,active,541.6250000000002,5.961420000000006,2.0,5.0,7.552841968657781
888,CHEMBL199917,O=C(Nc1ccc(S(=O)(=O)C[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)cc1)c1ccc(Br)cc1,active,541.4230000000001,4.899900000000003,3.0,4.0,8.585026652029182
889,CHEMBL200274,CC(C)CC(C(=O)N[C@H]1CCCCCCCCCCNC1=O)[C@H](O)C(=O)NO,active,399.532,1.6405000000000014,5.0,5.0,7.698970004336019
893,CHEMBL199666,CCCCCCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccc(Cl)cc2)cc1,active,396.9140000000001,5.983800000000006,1.0,2.0,6.259637310505756
894,CHEMBL203199,O=C(O)CCC(=O)c1ccc(C#CCO)cc1,inactive,232.23499999999999,1.0779,2.0,3.0,4.813326132500255
896,CHEMBL202875,CCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccccc2)cc1,active,306.361,3.7700000000000022,1.0,2.0,6.356547323513812
898,CHEMBL199314,O=C(O)CCC(=O)c1ccc(C#CCOCc2ccccc2)cc1,inactive,322.35999999999996,3.3024000000000022,1.0,3.0,4.636388020107856
901,CHEMBL378740,CCCC(C(=O)O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,active,352.83900000000006,4.0340000000000025,1.0,3.0,6.101274818410507
902,CHEMBL211037,COc1ccc(C(=O)Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,active,489.5490000000002,4.3522000000000025,1.0,6.0,7.267606240177032
903,CHEMBL206045,COc1cccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)c1,active,471.5340000000002,4.326600000000003,1.0,5.0,8.397940008672037
904,CHEMBL209465,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)Sc1ccc(C#Cc2ccc(Cl)cc2)cc1,active,475.9530000000002,4.971400000000004,1.0,4.0,8.721246399047171
905,CHEMBL377112,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)Sc1ccc(C#Cc2ccc(OC(F)(F)F)cc2)cc1,active,525.5040000000002,5.216600000000004,1.0,5.0,8.886056647693163
906,CHEMBL207026,CC(C)c1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,active,483.58900000000017,5.441400000000006,1.0,4.0,8.769551078621726
907,CHEMBL208615,CCCCc1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,active,497.6160000000002,5.660600000000005,1.0,4.0,8.638272163982407
908,CHEMBL211036,CCCc1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,active,483.58900000000017,5.270500000000005,1.0,4.0,8.958607314841775
909,CHEMBL379220,CCc1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,active,469.5620000000002,4.880400000000003,1.0,4.0,8.886056647693163
910,CHEMBL209289,Cc1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,active,455.53500000000014,4.626420000000003,1.0,4.0,7.481486060122112
911,CHEMBL204987,Cc1ccc(C#Cc2ccc([S+]([O-])C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,active,471.53400000000016,3.6419200000000025,1.0,4.0,8.823908740944319
912,CHEMBL210517,Cc1ccc(C#Cc2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,active,487.5330000000002,3.3080200000000017,1.0,5.0,9.154901959985743
913,CHEMBL206694,N#Cc1ccc(N2CCN(c3ccc(S(=O)(=O)C(CCN4C(=O)c5ccccc5C4=O)C(=O)O)cc3)CC2)cc1,active,558.6160000000002,2.7980800000000015,1.0,8.0,8.167491087293763
914,CHEMBL208136,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(N2CC=C(c3ccc(Cl)cc3)CC2)cc1,active,565.0470000000001,4.546900000000004,1.0,6.0,7.920818753952375
915,CHEMBL207242,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,active,549.4790000000003,4.290700000000003,1.0,7.0,7.721246399047171
916,CHEMBL210441,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2nc3cc(F)ccc3[nH]2)cc1,active,507.49900000000025,3.2822000000000013,2.0,6.0,9.154901959985743
917,CHEMBL208749,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,active,517.4810000000002,4.285600000000003,1.0,5.0,8.356547323513812
918,CHEMBL378878,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1,active,467.4740000000002,3.4059000000000026,1.0,5.0,8.187086643357144
919,CHEMBL383193,CC(C)c1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,active,491.56500000000017,4.3902000000000045,1.0,5.0,9.008773924307505
920,CHEMBL209165,CSc1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,active,495.5780000000002,3.9887000000000024,1.0,6.0,9.130768280269024
921,CHEMBL446702,Cc1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,active,463.51100000000014,3.5752200000000025,1.0,5.0,8.920818753952375
922,CHEMBL208966,N#Cc1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,active,474.49400000000014,3.1384800000000013,1.0,6.0,8.522878745280337
923,CHEMBL206944,COc1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,active,479.51000000000016,3.275400000000001,1.0,6.0,9.075720713938118
925,CHEMBL379653,CC(CCN1C(=O)c2ccccc2C1=O)(C(=O)O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,active,497.95600000000013,4.310300000000003,1.0,5.0,7.2839966563652006
926,CHEMBL208287,O=C(O)C(CCN1Cc2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,active,469.94600000000025,4.280000000000004,1.0,4.0,8.065501548756432
927,CHEMBL379271,O=C(O)C(CCCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,active,497.95600000000024,4.310300000000003,1.0,5.0,6.838631997765025
928,CHEMBL382227,O=C(NO)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,active,498.9440000000002,3.341000000000002,2.0,6.0,9.207608310501746
929,CHEMBL211007,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,active,483.9290000000002,3.920200000000003,1.0,5.0,8.744727494896694
930,CHEMBL209077,O=C(O)C(CN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,active,469.90200000000016,3.530100000000002,1.0,5.0,6.2549252084179425
931,CHEMBL209930,O=C(O)C(CCSc1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,active,446.9770000000002,5.416300000000004,1.0,4.0,6.530177984021837
932,CHEMBL379287,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)N(CC)CC)CC2)cc1,active,465.57200000000034,1.9118000000000002,2.0,6.0,6.462180904926726
933,CHEMBL379763,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)CCCC)CC2)cc1,active,486.61200000000036,1.5798999999999999,2.0,7.0,7.356547323513812
934,CHEMBL209970,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C(C)C)CC2)cc1,active,472.58500000000026,1.1882000000000004,2.0,7.0,6.449771646944906
935,CHEMBL210133,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)Cc3ccccc3)CC2)cc1,active,520.6290000000004,1.9800000000000006,2.0,7.0,8.508638306165727
936,CHEMBL210084,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(C)(=O)=O)CC2)cc1,active,444.53100000000023,0.40960000000000085,2.0,7.0,6.285670240254767
937,CHEMBL211770,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3cccs3)CC2)cc1,active,476.57600000000025,2.3519000000000005,2.0,7.0,7.721246399047171
938,CHEMBL377862,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccc(C)cc3)CC2)cc1,active,484.5740000000003,2.59882,2.0,6.0,6.954677021213342
939,CHEMBL212411,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccccc3N)CC2)cc1,active,485.5620000000003,1.8725999999999994,3.0,7.0,7.795880017344075
940,CHEMBL377317,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccncc3)CC2)cc1,active,471.53500000000025,1.6853999999999993,2.0,7.0,7.337242168318426
941,CHEMBL211726,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccccc3C)CC2)cc1,active,484.5740000000003,2.59882,2.0,6.0,7.823908740944319
942,CHEMBL212481,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccccc3)CC2)cc1,active,470.54700000000025,2.2904,2.0,6.0,7.2076083105017466
943,CHEMBL211274,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)C(C)(CO)CO)CC2)cc1,active,482.55500000000035,-0.0324999999999982,4.0,8.0,7.267606240177032
944,CHEMBL425783,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)CCCN(C)C)CC2)cc1,active,479.5990000000004,1.3184000000000013,2.0,7.0,6.519993057042849
945,CHEMBL208841,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)CN3CCOCC3)CC2)cc1,active,493.58200000000045,0.30880000000000263,2.0,8.0,6.94692155651658
946,CHEMBL212205,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)CCCCC)CC2)cc1,active,464.5840000000004,2.5568999999999997,2.0,6.0,6.257274868695302
947,CHEMBL377272,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)CCOC)CC2)cc1,active,452.52900000000034,1.013100000000001,2.0,7.0,7.619788758288394
948,CHEMBL211487,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)CCC)CC2)cc1,active,436.5300000000003,1.7766999999999997,2.0,6.0,7.309803919971486
949,CHEMBL380049,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(C)=O)CC2)cc1,active,408.4760000000002,0.9964999999999999,2.0,6.0,6.467245621007502
950,CHEMBL209490,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(CC#CC)CC2)cc1,active,418.51500000000027,1.4732999999999998,2.0,6.0,6.603800652904264
951,CHEMBL387079,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(Cc3ccncc3)CC2)cc1,active,457.55200000000025,2.0451999999999995,2.0,7.0,7.113509274827518
952,CHEMBL220975,CCC(C)NC(=O)[C@@H]1[C@@H](C(=O)NO)CC2(CC2)CN1C,active,283.37199999999996,0.5070000000000006,3.0,4.0,6.0
953,CHEMBL221857,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,active,358.4420000000001,0.5989000000000004,3.0,5.0,6.698970004336019
954,CHEMBL434567,COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CC=C(c2ccccc2)CC1,active,413.4740000000002,2.0448000000000004,2.0,5.0,7.4089353929735005
955,CHEMBL219105,CN1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CC=C(c2ccccc2)CC1,active,369.46500000000015,1.9082000000000001,2.0,4.0,7.1938200260161125
956,CHEMBL387202,CN1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,active,372.4690000000001,0.9411000000000012,2.0,5.0,6.823908740944319
957,CHEMBL375418,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CC=C(c2ccccc2)C1,active,341.41100000000006,1.1759,3.0,4.0,7.886056647693163
958,CHEMBL221698,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CC[C@H](c2ccccc2)C1,active,343.4270000000001,1.2662,3.0,4.0,6.017728766960431
959,CHEMBL426388,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CCN2c3ccccc3CC2C1,active,370.45300000000015,0.5236000000000003,3.0,5.0,6.455931955649724
961,CHEMBL221120,Cc1cc([N+](=O)[O-])ccc1N1CCN(C(=O)[C@H]2NCC3(CC3)C[C@@H]2C(=O)NO)CC1,active,417.4660000000003,0.8155200000000008,3.0,7.0,6.0
964,CHEMBL219104,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CCC(c2ccccc2)CC1,active,357.4540000000001,1.6562999999999999,3.0,4.0,6.346787486224656
965,CHEMBL373532,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CC=C(c2ccccc2)CC1,active,355.4380000000001,1.5659999999999998,3.0,4.0,8.301029995663981
967,CHEMBL202932,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,active,399.40500000000003,2.800300000000002,3.0,4.0,8.823908740944319
968,CHEMBL228141,COc1ccc(CCc2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,active,427.4590000000001,2.9185000000000025,3.0,4.0,6.102372908709558
969,CHEMBL227553,CC(C)[C@H](NS(=O)(=O)c1ccc(CCc2ccccc2)cc1)P(=O)(O)O,active,397.433,2.909900000000002,3.0,3.0,6.008773924307505
970,CHEMBL227501,Cc1cccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)c1,active,383.40600000000006,3.100120000000002,3.0,3.0,7.619788758288394
971,CHEMBL228188,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2cccc(Cl)c2)cc1)P(=O)(O)O,active,403.824,3.4451000000000027,3.0,3.0,7.522878745280337
972,CHEMBL228187,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2cccc(F)c2)cc1)P(=O)(O)O,active,387.369,2.9308000000000023,3.0,3.0,7.275724130399211
973,CHEMBL227484,Cc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,active,383.40600000000006,3.100120000000002,3.0,3.0,8.638272163982407
974,CHEMBL376557,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)P(=O)(O)O,active,403.824,3.4451000000000027,3.0,3.0,8.060480747381382
975,CHEMBL374377,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1)P(=O)(O)O,active,387.369,2.9308000000000023,3.0,3.0,7.698970004336019
976,CHEMBL227598,CC(C)Oc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,active,427.4590000000001,3.5789000000000035,3.0,4.0,8.744727494896694
977,CHEMBL227824,CCOc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,active,413.4320000000001,3.190400000000002,3.0,4.0,9.4089353929735
978,CHEMBL228231,CCC(C)C(NOCc1ccccc1)C(=O)NO,inactive,252.31400000000002,1.6278999999999997,3.0,4.0,3.8210230527068307
979,CHEMBL388309,CCCCC(NOCc1ccc(Cl)cc1)C(=O)NO,inactive,286.75899999999996,2.4254,3.0,4.0,4.087246696328677
980,CHEMBL228230,CCCCC(NOCc1ccccc1)C(=O)NO,inactive,252.31400000000002,1.7719999999999998,3.0,4.0,4.4723700991286615
981,CHEMBL228229,CC(NOCc1ccc(Cl)cc1)C(=O)NO,inactive,244.67800000000003,1.2550999999999999,3.0,4.0,4.167491087293763
982,CHEMBL227566,O=C(CNOCc1ccc(Cl)cc1)NO,inactive,230.651,0.8666,3.0,4.0,3.8632794328435933
983,CHEMBL226149,O=C(CNOCc1ccccc1)NO,inactive,196.20600000000002,0.21319999999999995,3.0,4.0,4.026872146400302
984,CHEMBL388982,CCC(C)ON(C(C(=O)NO)C(C)C)S(=O)(=O)c1ccc(OC)cc1,active,374.4590000000001,1.9459999999999995,2.0,6.0,6.136677139879544
985,CHEMBL442057,COc1ccc(S(=O)(=O)N(OC(C)C)C(C(=O)NO)C(C)C)cc1,active,360.4320000000001,1.5558999999999994,2.0,6.0,6.180456064458132
988,CHEMBL227565,CCCCCCCCCCCCCCON(CC(=O)NO)S(=O)(=O)c1ccc(OC)cc1,inactive,472.6480000000001,4.824000000000003,2.0,6.0,4.522878745280337
993,CHEMBL12318,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,inactive,244.891,0.43070000000000036,4.0,2.0,3.838631997765025
994,CHEMBL439012,O=C(C[C@@H](CCCC1CCCCC1)c1nc(C(=O)NS(=O)(=O)c2ccccc2)no1)NO,inactive,464.54400000000004,2.918,3.0,8.0,4.036212172654444
995,CHEMBL226840,CS(=O)(=O)N1CCC(NCc2noc([C@H](CCCC3CCCCC3)CC(=O)NO)n2)CC1,inactive,471.6240000000005,2.3129,3.0,8.0,4.0
996,CHEMBL389020,CS(=O)(=O)NCc1noc([C@H](CCCC2CCCCC2)CC(=O)NO)n1,inactive,388.4900000000002,1.8484999999999994,3.0,7.0,4.0
997,CHEMBL229866,CC(C)(CO)NCc1noc([C@H](CCCC2CCCCC2)CC(=O)NO)n1,inactive,382.5050000000001,2.6597999999999997,4.0,7.0,4.522878745280337
998,CHEMBL437488,O=C(C[C@@H](CCCC1CCCCC1)c1nc(Cc2cccnc2)no1)NO,inactive,372.469,3.7851000000000017,2.0,6.0,4.0
999,CHEMBL226853,O=C(C[C@@H](CCCC1CCCCC1)c1nc(-c2cc(C(=O)O)ccn2)no1)NO,inactive,402.451,3.5595000000000008,3.0,7.0,4.522878745280337
1000,CHEMBL226852,O=C(C[C@@H](CCCC1CCCCC1)c1nc(-c2c[nH]c(=O)[nH]c2=O)no1)NO,inactive,391.42800000000005,1.8429,4.0,7.0,4.099086932262331
1001,CHEMBL226630,NC(=O)c1noc([C@H](CCCC2CCCCC2)CC(=O)NO)n1,inactive,324.3809999999999,1.8981999999999997,3.0,6.0,5.0
1002,CHEMBL374840,CCOC(=O)c1noc([C@H](CCCC2CCCCC2)CC(=O)NO)n1,inactive,353.41900000000004,2.976000000000001,2.0,7.0,4.096910013008056
1004,CHEMBL242530,C=CCc1ccc(Oc2cc(/C=C/C=O)cc(O)c2O)cc1,active,296.322,3.830700000000002,2.0,4.0,6.096910013008056
1005,CHEMBL267603,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](Cc4ccccc4)C(=O)NO)C(=O)O)cc3)nc2c(=O)[nH]1,inactive,603.5960000000001,0.10350000000000259,8.0,11.0,4.187086643357144
1006,CHEMBL396296,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](Cc2ccccc2)C(=O)NO)C(=O)O)cc1,inactive,616.6390000000004,0.4167000000000039,7.0,12.0,4.221848749616356
1007,CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,inactive,444.44000000000017,-0.21439999999999837,6.0,9.0,3.657577319177794
1009,CHEMBL242073,C[C@@]1(O)c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H]([N+](C)(C)C)C3CC21.[I-],inactive,459.47500000000025,-0.06979999999999942,6.0,8.0,3.853871964321762
1010,CHEMBL1433,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,inactive,444.44000000000017,-0.3475999999999985,6.0,9.0,4.619788758288394
1012,CHEMBL234350,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccccc3)cc2)CCN(CCc2ccccc2)CC1,active,494.61300000000034,4.082900000000003,2.0,6.0,9.522878745280337
1014,CHEMBL233932,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C(C)(C)C)CC2)cc1,active,486.6120000000003,1.5783,2.0,7.0,7.136677139879544
1015,CHEMBL231879,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N3CCC[C@@H]3CO)CC2)cc1,active,529.6370000000004,0.15150000000000197,3.0,8.0,6.764471553092451
1016,CHEMBL231878,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N3CCC[C@H]3COC)CC2)cc1,active,543.6640000000003,0.8056000000000014,2.0,8.0,7.236572006437063
1017,CHEMBL231877,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N3CCN(C(C)=O)CC3)CC2)cc1,active,556.6630000000002,-0.14109999999999623,2.0,8.0,7.698970004336019
1018,CHEMBL391880,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N3CCCC3)CC2)cc1,active,499.6110000000004,0.7906000000000013,2.0,7.0,7.508638306165727
1019,CHEMBL231667,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N3CCCCC3)CC2)cc1,active,513.6380000000005,1.180700000000001,2.0,7.0,7.292429823902063
1020,CHEMBL231666,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N3CCOCC3)CC2)cc1,active,515.6100000000005,0.027000000000002577,2.0,8.0,7.292429823902063
1021,CHEMBL231665,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N(C)C)CC2)cc1,active,473.57300000000026,0.25640000000000196,2.0,7.0,7.212539525481585
1022,CHEMBL391676,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)c3nc(C)sc3C)CC2)cc1,active,541.6730000000002,1.9122399999999995,2.0,9.0,7.494850021680094
1023,CHEMBL234776,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)c3cc(Cl)sc3Cl)CC2)cc1,active,581.5210000000001,3.207200000000002,2.0,8.0,7.657577319177793
1024,CHEMBL234775,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)c3ccc(Cl)s3)CC2)cc1,active,547.0760000000001,2.5538000000000007,2.0,8.0,7.481486060122112
1025,CHEMBL234774,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)c3cn(C)c(C)n3)CC2)cc1,active,524.6210000000003,0.8808200000000008,2.0,9.0,7.721246399047171
1026,CHEMBL393750,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)c3c(C)nn(C)c3C)CC2)cc1,active,538.6480000000004,1.189240000000001,2.0,9.0,7.002176919254275
1027,CHEMBL234567,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)c3c(C)noc3C)CC2)cc1,active,525.6050000000004,1.4437400000000002,2.0,9.0,6.1778319206319825
1028,CHEMBL234566,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(c3nc4ccccc4n3C)CC2)cc1,active,496.5890000000003,2.5412999999999997,2.0,8.0,6.7544873321858505
1029,CHEMBL393550,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(c3nc4ccccc4o3)CC2)cc1,active,483.5460000000003,2.7958000000000007,2.0,8.0,7.3979400086720375
1031,CHEMBL234353,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(c3ccccn3)CC2)cc1,active,443.5250000000002,2.049599999999999,2.0,7.0,7.20342566678957
1032,CHEMBL234352,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C3CCCCC3)CC2)cc1,active,512.6500000000004,2.1125,2.0,7.0,8.397940008672037
1033,CHEMBL234351,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C3CCCC3)CC2)cc1,active,498.6230000000004,1.7223999999999997,2.0,7.0,7.267606240177032
1034,CHEMBL392505,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C3CC3)CC2)cc1,active,470.5690000000003,0.9422000000000004,2.0,7.0,6.79317412396815
1035,CHEMBL234145,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C(C)CN3CCOCC3)CC2)cc1,active,557.6910000000003,0.500500000000003,2.0,9.0,7.431798275933005
1036,CHEMBL234144,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)CCN3CCOCC3)CC2)cc1,active,543.6640000000004,0.11200000000000321,2.0,9.0,7.431798275933005
1037,CHEMBL234143,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)CC3CCCCC3)CC2)cc1,active,526.6770000000005,2.3601,2.0,7.0,7.958607314841775
1038,CHEMBL392295,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C(CC)CC)CC2)cc1,active,500.63900000000035,1.9683999999999997,2.0,7.0,7.236572006437063
1039,CHEMBL392294,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)Cc3ccncc3)CC2)cc1,active,521.6170000000003,1.3750000000000009,2.0,8.0,7.086186147616283
1040,CHEMBL391881,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3c(Cl)cncc3Cl)CC2)cc1,active,540.4250000000002,2.9922000000000013,2.0,7.0,6.73754891026957
1041,CHEMBL232086,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(Cc3c(Cl)cncc3Cl)CC2)cc1,active,526.4420000000002,3.352000000000002,2.0,7.0,6.255707016877324
1054,CHEMBL391509,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)/C(=C/C=C/c1ccccc1)CC(=O)NO,active,446.5070000000002,2.476499999999999,5.0,4.0,6.920818753952375
1055,CHEMBL237078,C/C=C/C=C(\CC(=O)NO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC,inactive,384.43600000000015,1.339199999999999,5.0,4.0,4.105130343254747
